YEAR,LOCATION,AREA,RAINFALL,TEMPERATURE,SOIL_TYPE,IRRIGATION,YEILDS,HUMIDITY,CROPS,PRICE,SEASON,YEAR_GROUP,RAINFALL_GROUP
2004,Chikmangaluru,138,3863.64,27.2,Dry sandy ,Basin,58637,53,Coconut,2134,Zaid,Y1,High
2004,Chikmangaluru,100,3863.64,27.2,Dry sandy ,Basin,59777,52,Coconut,45186,Zaid,Y1,High
2004,Chikmangaluru,68,3863.64,27.1,Dry sandy ,Basin,60528,51,Coconut,238542,Zaid,Y1,High
2004,Chikmangaluru,48,3625.6,27.1,Dry sandy ,Basin,61126,57,Coconut,1516,Zaid,Y1,High
2004,Chikmangaluru,2419,3625.6,27.1,Dry sandy ,Basin,623687,57,Coconut,57259,Zaid,Y1,High
2004,Chikmangaluru,2080,3625.6,26.8,Dry sandy ,Basin,63504,60,Coconut,234779,Zaid,Y1,High
2004,Chikmangaluru,1969,3905,26.8,Dry sandy ,Basin,63931,57,Coconut,1493,Zaid,Y1,High
2004,Chikmangaluru,1798,3905,26.8,Dry sandy ,Basin,73730,57,Coconut,64409,Zaid,Y1,High
2004,Chikmangaluru,1805,3905,37,Dry sandy ,Basin,118416,54,Coconut,249978,Zaid,Y1,High
2004,Chikmangaluru,1831,4019.4,37,Dry sandy ,Basin,130132,54.5,Coconut,637,Zaid,Y1,High
2004,Chikmangaluru,1832,4019.4,37,Dry sandy ,Basin,154889,56.6,Coconut,43311,Zaid,Y1,High
2004,Chikmangaluru,1867,4019.4,38,Dry sandy ,Basin,171739,55.5,Coconut,24848,Zaid,Y1,High
2004,Chikmangaluru,1845,3193.41,39,Dry sandy ,Basin,2783,53,Coconut,646,Zaid,Y1,High
2004,Chikmangaluru,1679,3193.41,39,Dry sandy ,Spray,1533,53.5,Coconut,43562,Zaid,Y1,High
2004,Chikmangaluru,1657,3193.41,40,Dry sandy ,Spray,1647,52.5,Coconut,200000,Zaid,Y1,High
2004,Chikmangaluru,1619,3296.26,40,Dry sandy ,Spray,975,56,Coconut,4847,Zaid,Y1,High
2004,Chikmangaluru,1321,3296.26,40,Dry sandy ,Spray,2,57,Coconut,51239,Zaid,Y1,High
2004,Chikmangaluru,511,3296.26,41,Dry sandy ,Spray,836,57.5,Coconut,216396,Zaid,Y1,High
2004,Chikmangaluru,366,3875.08,41,Dry sandy ,Spray,806,57,Coconut,2644,Zaid,Y1,High
2004,Chikmangaluru,159,3875.08,41,Dry sandy ,Spray,880,55,Coconut,44235,Zaid,Y1,High
2004,Chikmangaluru,46,3875.08,42,Dry sandy ,Spray,770,56,Coconut,203317,Zaid,Y1,High
2004,Chikmangaluru,156,4102.78,42,Dry sandy ,Spray,395,54,Coconut,2134,Zaid,Y1,High
2004,Chikmangaluru,181,4102.78,42,Dry sandy ,Spray,187,58,Coconut,45186,Zaid,Y1,High
2004,Chikmangaluru,185,4102.78,43,Dry sandy ,Spray,187,58,Coconut,238542,Zaid,Y1,High
2004,Chikmangaluru,67,3696,27,Dry sandy ,Spray,3961,53,Coconut,1493,Zaid,Y1,High
2004,Chikmangaluru,16,3696,27,Dry sandy ,Spray,4247,52,Coconut,64409,Zaid,Y1,High
2004,Chikmangaluru,33,3696,27,Dry sandy ,Spray,3290,51,Coconut,249978,Zaid,Y1,High
2004,Chikmangaluru,32,3965.94,27,Dry sandy ,Spray,3138,57,Coconut,637,Zaid,Y1,High
2004,Chikmangaluru,5377,3965.94,27.2,Dry sandy ,Spray,3423,57,Coconut,43311,Zaid,Y1,High
2004,Chikmangaluru,5968,3965.94,27.2,Dry sandy ,Spray,3899,60,Coconut,24848,Zaid,Y1,High
2004,Chikmangaluru,6035,3863.64,27.2,Dry sandy ,Spray,4015,57,Coconut,761,Zaid,Y1,High
2004,Chikmangaluru,5288,3863.64,27,Dry sandy ,Spray,4279,57,Coconut,45608,Zaid,Y1,High
2004,Chikmangaluru,293,3863.64,27,Dry sandy ,Spray,4167,54,Coconut,234581,Zaid,Y1,High
2004,Chikmangaluru,5823,3625.6,27,Laterite,Spray,4479,54.5,Coconut,646,Zaid,Y1,High
2004,Chikmangaluru,6038,3625.6,27,Laterite,Spray,3699,56.6,Coconut,43562,Zaid,Y1,High
2004,Chikmangaluru,5567,3625.6,27,Laterite,Spray,4904,55.5,Coconut,200000,Zaid,Y1,High
2004,Chikmangaluru,5853,3905,27,Laterite,Spray,2821,58.5,Coconut,4847,Zaid,Y1,High
2004,Chikmangaluru,4698,3905,27.2,Laterite,Spray,3472,59.5,Coconut,51239,Zaid,Y1,High
2004,Chikmangaluru,4209,3905,27.2,Laterite,Spray,3647,55,Coconut,216396,Zaid,Y1,High
2004,Chikmangaluru,1151,4019.4,27.2,Laterite,Spray,393,53,Coconut,2644,Zaid,Y1,High
2004,Chikmangaluru,11955,4019.4,27.1,Laterite,Spray,167,53.5,Coconut,44235,Zaid,Y1,High
2004,Chikmangaluru,46907,4019.4,27.1,Laterite,Spray,71,52.5,Coconut,203317,Zaid,Y1,High
2004,Chikmangaluru,185,3415.5,37,Laterite,Spray,32,54,Coconut,51239,Zaid,Y1,High
2005,Chikmangaluru,9830,3415.5,38,Laterite,Spray,22,58,Coconut,216396,Zaid,Y1,High
2006,Chikmangaluru,46251,3415.5,38,Laterite,Spray,25,58,Coconut,2644,Zaid,Y1,High
2009,Chikmangaluru,46538,3193.41,39,Laterite,Spray,12,54,Coconut,2134,Zaid,Y1,High
2004,Hassan,139,4102.78,42,Laterite,Drip,2331,54.5,Coffee,43311,Zaid,Y1,High
2005,Hassan,9286,4102.78,43,Laterite,Drip,2088,56.6,Coffee,24848,Zaid,Y1,High
2009,Hassan,42480,3696,27,Alluvial,Drip,1868,55,Coffee,646,Zaid,Y1,High
2004,Hassan,99,3625.6,27,Alluvial,Drip,6589,54,Cardamum,45186,Zaid,Y1,High
2005,Hassan,6142,3625.6,27,Alluvial,Drip,5107,58,Cardamum,238542,Zaid,Y1,High
2006,Hassan,38712,3905,27,Alluvial,Drip,5518,58,Cardamum,1516,Zaid,Y1,High
2007,Hassan,86,3905,27,Alluvial,Drip,4912,59,Cardamum,57259,Zaid,Y1,High
2008,Hassan,5797,3905,27.2,Alluvial,Drip,3830,50,Cardamum,234779,Zaid,Y1,High
2009,Hassan,3611,4019.4,27.2,Alluvial,Drip,4,54,Cardamum,1493,Zaid,Y1,High
2004,Hassan,6325,3296.26,26.8,Alluvial,Drip,2404,54.5,Pepper,43562,Kharif,Y1,High
2005,Hassan,6663,3296.26,26.8,Alluvial,Drip,2805,56.6,Pepper,200000,Kharif,Y1,High
2006,Hassan,6751,3875.08,37,Alluvial,Drip,2331,55.5,Pepper,4847,Kharif,Y1,High
2007,Hassan,6943,3875.08,37,Alluvial,Drip,2088,58.5,Pepper,51239,Kharif,Y1,High
2008,Hassan,7070,3875.08,37,Red,Drip,2628,59.5,Pepper,216396,Kharif,Y1,High
2009,Hassan,29,4102.78,38,Red,Basin,1939,55,Pepper,2644,Kharif,Y1,High
2004,Hassan,15,3965.94,41,Red,Basin,864,54,Arecanut,216396,Kharif,Y1,High
2005,Hassan,3,3965.94,41,Red,Basin,5373,58,Arecanut,2644,Kharif,Y1,High
2006,Hassan,8,3863.64,42,Red,Basin,6589,58,Arecanut,44235,Kharif,Y1,High
2007,Hassan,19,3863.64,42,Red,Basin,5107,59,Arecanut,203317,Kharif,Y1,High
2008,Hassan,10,3863.64,27,Red,Basin,5518,50,Arecanut,2134,Kharif,Y1,High
2009,Hassan,4,3625.6,27,Red,Basin,4912,54,Arecanut,45186,Kharif,Y1,High
2011,Mangalore,6663,256.3,27,Loam,Drip,841,54,Coffee,637,Rabi,Y2,Low
2012,Mangalore,6751,256.3,27,Loam,Drip,3550,54.5,Coffee,43311,Rabi,Y2,Low
2013,Mangalore,6943,256.3,27,Loam,Drip,109,56.6,Coffee,24848,Rabi,Y2,Low
2014,Mangalore,7070,257.4,27,Loam,Drip,3368,55.5,Coffee,761,Rabi,Y2,Low
2015,Mangalore,29,257.4,27,Loam,Drip,3671,58.5,Coffee,45608,Rabi,Y2,Low
2012,Kodagu,1914,259.6,38,Laterite,Basin,2089,56.6,Ginger,761,Rabi,Y2,Low
2013,Mysuru,1881,259.6,38,Laterite,Basin,2810,55.5,Ginger,45608,Rabi,Y2,Low
2013,Gulbarga,93,257.4,27,Black,Drip,71,56,Cashew,249978,Rabi,Y2,Low
2015,Madikeri,14,257.4,27,Alluvial,Drip,126487,56,Coconut,2644,Rabi,Y2,Low
2015,Madikeri,12761,259.6,27.2,Alluvial,Drip,132551,54,Coconut,1516,Rabi,Y2,Low
2011,Chikmangaluru,1832,256.3,42,Arid and Desert,Basin,8954,57,Coconut,45608,Rabi,Y2,Low
2012,Chikmangaluru,1867,256.3,43,Arid and Desert,Basin,42915,57,Coconut,234581,Rabi,Y2,Low
2013,Chikmangaluru,1914,256.3,27,Black,Basin,9230,60,Coconut,646,Rabi,Y2,Low
2014,Chikmangaluru,1881,257.4,27,Black,Basin,44313,57,Coconut,43562,Rabi,Y2,Low
2015,Chikmangaluru,1853,257.4,27,Black,Basin,45820,57,Coconut,200000,Rabi,Y2,Low
2014,Chikmangaluru,46,355.3,27,Black,Basin,95,53.5,Coconut,238542,Rabi,Y2,Low
2015,Chikmangaluru,156,356.4,27,Black,Basin,19,52.5,Coconut,1516,Rabi,Y2,Low
2014,Hassan,159,256.3,134,Alluvial,Spray,806,58,Coconut,45186,Rabi,Y2,Low
2015,Hassan,9651,256.3,135,Alluvial,Spray,880,58,Coconut,238542,Rabi,Y2,Low
2010,Gulbarga,6,256.3,176,Laterite,Drip,4279,54,Cashew,234581,Rabi,Y2,Low
2011,Gulbarga,9,256.3,177,Laterite,Drip,4167,53,Coconut,646,Rabi,Y2,Low
2012,Gulbarga,50,257.4,178,Laterite,Drip,4479,59.5,Coconut,43562,Rabi,Y2,Low
2013,Gulbarga,61,257.4,179,Laterite,Drip,3699,55,Coconut,200000,Rabi,Y2,Low
2014,Gulbarga,50,257.4,180,Laterite,Drip,4904,53,Coconut,4847,Rabi,Y2,Low
2010,Madikeri,86,256.3,221,Loam,Drip,24184,51,Coconut,1493,Rabi,Y2,Low
2011,Madikeri,5797,257.4,222,Loam,Drip,124387,57,Coconut,64409,Rabi,Y2,Low
2012,Hassan,3611,257.4,27,Loam,Drip,343,57,Coconut,249978,Rabi,Y2,Low
2013,Hassan,4389,257.4,27,Loam,Drip,23099,60,Coconut,637,Rabi,Y2,Low
2010,Hassan,13603,257.4,27,Alluvial,Basin,13,52.5,Coconut,1516,Rabi,Y2,Low
2011,Hassan,14602,257.4,27,Alluvial,Basin,123,56,Coconut,57259,Rabi,Y2,Low
2015,Hassan,15994,259.6,27,Alluvial,Basin,50,55,Coconut,249978,Rabi,Y2,Low
2013,Hassan,5823,259.6,27,Black,Spray,2821,55,Coconut,216396,Rabi,Y2,Low
2014,Hassan,6038,259.6,27,Black,Spray,3472,53,Coconut,2644,Rabi,Y2,Low
2010,Kodagu,40197,256.3,27,Black,Drip,5518,50,Cardamum,234779,Rabi,Y2,Low
2011,Kodagu,99,256.3,27,Black,Drip,4912,54,Cardamum,1493,Rabi,Y2,Low
2012,Kodagu,6142,256.3,27,Black,Drip,3830,53,Cardamum,64409,Rabi,Y2,Low
2013,Kodagu,38712,257.4,27,Black,Drip,4,52,Cardamum,249978,Rabi,Y2,Low
2014,Kodagu,86,257.4,27.2,Black,Drip,9,51,Cardamum,637,Rabi,Y2,Low
2015,Kodagu,5797,257.4,27.2,Black,Drip,12,57,Cardamum,43311,Rabi,Y2,Low
2015,Mysuru,15828,256.3,27.1,Loam,Basin,127919,57,Tea,203317,Rabi,Y2,Low
2013,Mysuru,2320,257.4,37,Loam,Basin,972,58,Tea,1516,Rabi,Y2,Low
2014,Mysuru,1432,257.4,37,Loam,Basin,874,58,Tea,57259,Rabi,Y2,Low
2013,Raichur,38,257.4,137,Heavy clay,Drip,4904,59.5,Coconut,43562,Zaid,Y2,Low
2013,Chikmangaluru,653,256.3,27.1,Laterite,Spray,52,56,Coconut,2134,Zaid,Y2,Low
2014,Chikmangaluru,11597,256.3,26.8,Laterite,Spray,12,57,Coconut,45186,Zaid,Y2,Low
2015,Chikmangaluru,46061,256.3,26.8,Laterite,Spray,51,57.5,Coconut,238542,Zaid,Y2,Low
2012,Hassan,4459,256.3,27.1,Alluvial,Drip,2089,51,Cardamum,637,Zaid,Y2,Low
2013,Hassan,4517,256.3,27.1,Alluvial,Drip,2810,57,Cardamum,43311,Zaid,Y2,Low
2014,Hassan,4614,256.3,26.8,Alluvial,Drip,841,57,Cardamum,24848,Zaid,Y2,Low
2016,Mangalore,1,257.4,27.2,Loam,Drip,2404,59.5,Coffee,234581,Rabi,Y3,Low
2019,Kodagu,48,256.3,27.1,Laterite,Basin,5373,52,Arecanut,1516,Rabi,Y3,Low
2016,Raichur,8355,256.3,143,Black,Drip,395,56,Cashew,1516,Rabi,Y3,Low
2017,Raichur,42480,256.3,144,Black,Drip,187,57,Cashew,57259,Rabi,Y3,Low
2018,Raichur,142,256.3,27,Black,Drip,187,57.5,Cashew,234779,Rabi,Y3,Low
2019,Raichur,8084,257.4,27,Black,Drip,121,57,Cashew,1493,Rabi,Y3,Low
2017,Gulbarga,6254,259.6,27.2,Black,Drip,3138,59,Cashew,761,Rabi,Y3,Low
2018,Gulbarga,40197,259.6,27.2,Black,Drip,3423,50,Cashew,45608,Rabi,Y3,Low
2016,Madikeri,19,256.3,43,Alluvial,Drip,107809,57.5,Coconut,4847,Rabi,Y3,Low
2017,Madikeri,10,256.3,43,Alluvial,Drip,1132,57,Coconut,51239,Rabi,Y3,Low
2018,Madikeri,4,256.3,27,Alluvial,Drip,23960,55,Coconut,216396,Rabi,Y3,Low
2016,Madikeri,7,257.4,27,Alluvial,Drip,804,54,Coconut,44235,Rabi,Y3,Low
2017,Madikeri,26,257.4,27,Alluvial,Drip,30362,58,Coconut,203317,Rabi,Y3,Low
2016,Chikmangaluru,1845,257.4,27,Black,Basin,49084,54,Coconut,4847,Rabi,Y3,Low
2016,Chikmangaluru,1321,259.6,27.2,Black,Basin,60751,58.5,Coconut,44235,Rabi,Y3,Low
2017,Chikmangaluru,511,259.6,27.2,Black,Basin,109506,59.5,Coconut,203317,Rabi,Y3,Low
2018,Chikmangaluru,366,353.1,27,Black,Basin,114,55,Coconut,2134,Rabi,Y3,Low
2017,Chikmangaluru,185,358.6,27,Black,Basin,13,57,Coconut,234779,Rabi,Y3,Low
2018,Chikmangaluru,219,359.7,27.2,Black,Basin,123,57.5,Coconut,1493,Rabi,Y3,Low
2016,Hassan,46538,256.3,136,Alluvial,Spray,770,59,Coconut,1516,Rabi,Y3,Low
2017,Hassan,131,257.4,137,Alluvial,Spray,395,50,Coconut,57259,Rabi,Y3,Low
2018,Gulbarga,46061,259.6,184,Laterite,Drip,393,57,Coconut,44235,Rabi,Y3,Low
2017,Hassan,4614,259.6,27.2,Loam,Drip,116481,54.5,Coconut,45608,Rabi,Y3,Low
2016,Hassan,16043,259.6,27.2,Red,Basin,10,56,Coconut,200000,Rabi,Y3,Low
2017,Hassan,2832,353.1,27.2,Red,Basin,29,54,Coconut,4847,Rabi,Y3,Low
2019,Kodagu,4459,259.6,27.1,Black,Drip,3550,57,Pepper,234581,Rabi,Y3,Low
2016,Mysuru,15994,256.3,26.8,Loam,Basin,75340,55,Tea,2134,Rabi,Y3,Low
2017,Mysuru,16043,256.3,26.8,Loam,Basin,29170,56,Tea,45186,Rabi,Y3,Low
2018,Mysuru,2832,257.4,26.8,Loam,Basin,1901,54,Tea,238542,Rabi,Y3,Low
2018,Mysuru,825,259.6,38,Loam,Spray,6589,53,Tea,249978,Rabi,Y3,Low
2017,Raichur,50,256.3,132,Heavy clay,Drip,4015,58,Cashew,24848,Zaid,Y3,Low
2017,Raichur,61,256.3,133,Heavy clay,Drip,4279,59,Cashew,761,Zaid,Y3,Low
2016,Raichur,50,256.3,134,Heavy clay,Drip,4167,50,Cashew,45608,Zaid,Y3,Low
2017,Raichur,59,257.4,135,Heavy clay,Drip,4479,54,Cashew,234581,Zaid,Y3,Low
2018,Raichur,50,257.4,136,Heavy clay,Drip,3699,53,Coconut,646,Zaid,Y3,Low
2017,Raichur,45878,259.6,141,Heavy clay,Drip,393,52.5,Coconut,216396,Zaid,Y3,Low
2018,Raichur,185,259.6,142,Heavy clay,Drip,167,56,Coconut,2644,Zaid,Y3,Low
2017,Gulbarga,45936,256.3,156,Loam,Basin,124492,55,Ginger,2134,Zaid,Y3,Low
2016,Chikmangaluru,421,257.4,26.8,Laterite,Spray,61,57,Coconut,1516,Zaid,Y3,Low
2017,Chikmangaluru,10657,257.4,37,Laterite,Spray,67,55,Coconut,200000,Zaid,Y3,Low
2018,Chikmangaluru,45878,257.4,37,Laterite,Spray,62,56,Coconut,4847,Zaid,Y3,Low
2018,Hassan,13018,256.3,27,Red,Basin,109,54,Ginger,43311,Kharif,Y3,Low
2005,Mangalore,4,259.6,27.1,Loam,Drip,2628,52.5,Coffee,4847,Rabi,Y1,Low
2006,Mangalore,35,259.6,27.1,Loam,Drip,1939,56,Coffee,51239,Rabi,Y1,Low
2004,Kodagu,2419,256.3,27.1,Laterite,Basin,6589,51,Arecanut,57259,Rabi,Y1,Low
2005,Kodagu,2080,256.3,26.8,Laterite,Basin,5107,57,Arecanut,234779,Rabi,Y1,Low
2006,Kodagu,1969,257.4,26.8,Laterite,Basin,5518,57,Arecanut,1493,Rabi,Y1,Low
2007,Kodagu,1798,257.4,26.8,Laterite,Basin,4912,60,Arecanut,64409,Rabi,Y1,Low
2008,Kodagu,1805,257.4,37,Laterite,Basin,3830,57,Ginger,249978,Rabi,Y1,Low
2004,Raichur,42291,257.4,27,Black,Drip,103,55,Cashew,64409,Rabi,Y1,Low
2004,Chikmangaluru,111,360.8,27.2,Black,Basin,19,57,Coconut,64409,Rabi,Y1,Low
2004,Hassan,9819,257.4,138,Alluvial,Spray,187,54,Coconut,234779,Rabi,Y1,Low
2004,Hassan,46220,257.4,139,Alluvial,Spray,187,53,Coconut,1493,Rabi,Y1,Low
2004,Hassan,1151,259.6,143,Alluvial,Spray,3961,57,Coconut,43311,Rabi,Y1,Low
2004,Hassan,11955,259.6,144,Alluvial,Spray,4247,60,Coconut,24848,Rabi,Y1,Low
2004,Mangalore,45936,256.3,43,Clay,Drip,1868,56,Coffee,51239,Zaid,Y1,Low
2004,Mangalore,139,256.3,43,Clay,Drip,127919,57,Coffee,216396,Zaid,Y1,Low
2004,Mangalore,9286,256.3,27,Clay,Drip,75340,57.5,Coffee,2644,Zaid,Y1,Low
2004,Kodagu,43275,257.4,27,Clay,Drip,29170,57,Cardamum,44235,Zaid,Y1,Low
2004,Kodagu,129,257.4,27,Clay,Drip,1901,55,Cardamum,203317,Zaid,Y1,Low
2004,Kodagu,8355,257.4,27,Clay,Drip,972,56,Cardamum,2134,Zaid,Y1,Low
2004,Kodagu,42291,259.6,27.2,Clay,Drip,5373,59,Cardamum,57259,Zaid,Y1,Low
2004,Kodagu,93,259.6,27.2,Clay,Drip,6589,50,Cardamum,234779,Zaid,Y1,Low
2004,Gulbarga,7,256.3,27.2,Sandy loam ,Basin,3550,55.5,Ginger,45608,Zaid,Y1,Low
2004,Gulbarga,26,256.3,27,Sandy loam ,Basin,109,58.5,Ginger,234581,Zaid,Y1,Low
2004,Gulbarga,1,256.3,27,Sandy loam ,Basin,3368,59.5,Ginger,646,Zaid,Y1,Low
2004,Gulbarga,12362,257.4,27,Sandy loam ,Basin,3671,55,Ginger,43562,Zaid,Y1,Low
2004,Gulbarga,12603,257.4,27,Sandy loam ,Basin,2404,53,Ginger,200000,Zaid,Y1,Low
2004,Gulbarga,12761,257.4,27,Sandy loam ,Basin,2805,53.5,Ginger,4847,Zaid,Y1,Low
2004,Gulbarga,13478,259.6,27.2,Loam,Basin,1939,57.5,Ginger,44235,Zaid,Y1,Low
2004,Gulbarga,13508,259.6,27.1,Loam,Basin,1871,57,Tea,203317,Zaid,Y1,Low
2009,Gulbarga,9,256.3,175,Laterite,Drip,4015,50,Cashew,45608,Rabi,Y1,Low
2004,Gulbarga,421,259.6,185,Laterite,Drip,167,57.5,Coconut,203317,Rabi,Y1,Low
2008,Madikeri,6142,256.3,219,Loam,Drip,131763,53,Coconut,57259,Rabi,Y1,Low
2009,Madikeri,38712,256.3,220,Loam,Drip,404,52,Coconut,234779,Rabi,Y1,Low
2006,Hassan,13018,256.3,42,Alluvial,Basin,3,59.5,Coconut,203317,Rabi,Y1,Low
2007,Hassan,13388,256.3,42,Alluvial,Basin,95,55,Coconut,2134,Rabi,Y1,Low
2008,Hassan,13478,256.3,43,Alluvial,Basin,19,53,Coconut,45186,Rabi,Y1,Low
2009,Hassan,13508,257.4,43,Alluvial,Basin,54,53.5,Coconut,238542,Rabi,Y1,Low
2004,Hassan,1432,355.3,27,Red,Basin,33,58,Coconut,216396,Rabi,Y1,Low
2005,Hassan,1168,356.4,27,Red,Basin,14,59,Coconut,2644,Rabi,Y1,Low
2007,Hassan,1010,358.6,27,Red,Basin,26,54,Coconut,203317,Rabi,Y1,Low
2008,Hassan,825,359.7,27,Red,Basin,98,53,Coconut,2134,Rabi,Y1,Low
2009,Hassan,737,360.8,27,Red,Basin,3,52,Coconut,45186,Rabi,Y1,Low
2004,Hassan,67,256.3,27,Black,Spray,3138,60,Coconut,24848,Rabi,Y1,Low
2005,Hassan,16,256.3,27,Black,Spray,3423,57,Coconut,761,Rabi,Y1,Low
2006,Hassan,33,256.3,27,Black,Spray,3899,57,Coconut,45608,Rabi,Y1,Low
2007,Hassan,32,257.4,27.2,Black,Spray,4015,54,Coconut,234581,Rabi,Y1,Low
2008,Hassan,5377,257.4,27.2,Black,Spray,4279,54.5,Coconut,646,Rabi,Y1,Low
2009,Hassan,5968,257.4,27.2,Black,Spray,4167,56.6,Coconut,43562,Rabi,Y1,Low
2004,Kodagu,4517,259.6,26.8,Black,Drip,109,54,Pepper,646,Rabi,Y1,Low
2004,Mysuru,737,259.6,39,Loam,Spray,5107,52,Tea,637,Rabi,Y1,Low
2004,Gulbarga,139,256.3,157,Loam,Basin,792,53,Ginger,45186,Zaid,Y1,Low
2004,Gulbarga,9286,256.3,158,Loam,Basin,34153,53.5,Ginger,238542,Zaid,Y1,Low
2004,Gulbarga,43275,257.4,159,Loam,Basin,2570,52.5,Ginger,1516,Zaid,Y1,Low
2004,Gulbarga,129,257.4,160,Loam,Basin,27170,56,Ginger,57259,Zaid,Y1,Low
2004,Gulbarga,8355,257.4,161,Loam,Basin,114744,57,Ginger,234779,Zaid,Y1,Low
2004,Gulbarga,42291,259.6,165,Loam,Basin,1132,56,Ginger,637,Zaid,Y1,Low
2004,Gulbarga,93,259.6,166,Loam,Basin,23960,54,Ginger,43311,Zaid,Y1,Low
2004,Madikeri,10,256.3,206,Dry sandy ,Drip,8838,50,Coconut,249978,Zaid,Y1,Low
2004,Madikeri,4,256.3,207,Dry sandy ,Drip,8954,54,Coconut,637,Zaid,Y1,Low
2004,Madikeri,14,256.3,208,Dry sandy ,Drip,42915,53,Coconut,43311,Zaid,Y1,Low
2004,Madikeri,7,257.4,209,Dry sandy ,Drip,9230,52,Coconut,24848,Zaid,Y1,Low
2004,Madikeri,26,257.4,210,Dry sandy ,Drip,44313,51,Coconut,761,Zaid,Y1,Low
2004,Madikeri,1,257.4,211,Dry sandy ,Basin,45820,57,Coconut,45608,Zaid,Y1,Low
2004,Madikeri,12887,259.6,215,Dry sandy ,Basin,58405,57,Coconut,200000,Zaid,Y1,Low
2004,Madikeri,13018,259.6,216,Dry sandy ,Basin,60751,54,Coconut,4847,Zaid,Y1,Low
2004,Chikmangaluru,1914,256.3,38,Dry sandy ,Basin,172475,58.5,Coconut,761,Zaid,Y1,Low
2004,Chikmangaluru,1881,256.3,38,Dry sandy ,Basin,177939,59.5,Coconut,45608,Zaid,Y1,Low
2004,Chikmangaluru,1853,256.3,39,Dry sandy ,Basin,313547,55,Coconut,234581,Zaid,Y1,Low
2007,Chikmangaluru,159,259.6,38,Laterite,Spray,4,59,Coconut,44235,Zaid,Y1,Low
2008,Chikmangaluru,9651,259.6,39,Laterite,Spray,9,50,Coconut,203317,Zaid,Y1,Low
2004,Hassan,13388,256.3,27,Red,Basin,3368,54.5,Ginger,24848,Kharif,Y1,Low
2005,Hassan,13478,256.3,27,Red,Basin,3671,56.6,Ginger,761,Kharif,Y1,Low
2006,Hassan,13508,257.4,27,Red,Basin,2404,55.5,Ginger,45608,Kharif,Y1,Low
2007,Hassan,13603,257.4,27,Red,Basin,2805,58.5,Ginger,234581,Kharif,Y1,Low
2008,Hassan,14602,257.4,27.2,Red,Basin,2331,59.5,Ginger,646,Kharif,Y1,Low
2004,Mangalore,156,256.3,27,Sandy,Spray,3899,54,Groundnut,2644,Kharif,Y1,Low
2005,Mangalore,181,257.4,27,Sandy,Spray,4015,58,Groundnut,44235,Kharif,Y1,Low
2006,Mangalore,185,257.4,27,Sandy,Spray,4279,58,Groundnut,203317,Kharif,Y1,Low
2007,Mangalore,219,257.4,27.2,Sandy,Spray,4167,59,Groundnut,2134,Kharif,Y1,Low
2004,Mangalore,159,257.4,27.2,Loam,Drip,167,53.5,Coconut,51239,Kharif,Y1,Low
2008,Mangalore,9819,259.6,27.1,Loam,Drip,27170,57.5,Coconut,203317,Rabi,Y1,Low
2009,Mangalore,46220,259.6,27.1,Loam,Drip,114744,57,Coconut,2134,Rabi,Y1,Low
2005,Kodagu,29,256.3,146,Sandy clay loam,Drip,382,54.5,Coconut,45608,Rabi,Y1,Low
2006,Kodagu,1,256.3,147,Sandy clay loam,Drip,19578,56.6,Coconut,234581,Rabi,Y1,Low
2007,Mysuru,27,256.3,148,Sandy clay loam,Drip,121037,55.5,Coconut,646,Rabi,Y1,Low
2008,Mysuru,5,257.4,149,Sandy clay loam,Drip,231,58.5,Coconut,43562,Rabi,Y1,Low
2009,Mysuru,14,257.4,150,Sandy clay loam,Drip,18951,59.5,Coconut,200000,Rabi,Y1,Low
2004,Gulbarga,9821,259.6,42,Clay loam,Drip,3671,57,Cocoa,234779,Rabi,Y1,Low
2005,Gulbarga,46218,259.6,42,Clay loam,Drip,2404,60,Cocoa,1493,Rabi,Y1,Low
2004,Chikmangaluru,86,256.3,27.1,Clay loam,Basin,75340,56,Ginger,216396,Rabi,Y1,Low
2004,Chikmangaluru,6254,256.3,26.8,Clay loam,Basin,29170,57,Ginger,2644,Rabi,Y1,Low
2004,Chikmangaluru,40197,256.3,26.8,Clay loam,Basin,1901,57.5,Ginger,44235,Rabi,Y1,Low
2004,Chikmangaluru,99,257.4,26.8,Clay loam,Basin,972,57,Tea,203317,Rabi,Y1,Low
2004,Chikmangaluru,6142,257.4,37,Clay loam,Basin,874,55,Tea,2134,Rabi,Y1,Low
2004,Chikmangaluru,38712,257.4,37,Clay loam,Basin,592,56,Tea,45186,Rabi,Y1,Low
2004,Chikmangaluru,4389,259.6,38,Clay loam,Spray,5107,59,Tea,234779,Rabi,Y1,Low
2004,Chikmangaluru,4437,259.6,39,Clay loam,Spray,5518,50,Tea,1493,Rabi,Y1,Low
2004,Hassan,12603,256.3,26.8,Drained loam,Spray,393,51,Groundnut,234779,Rabi,Y1,Low
2004,Hassan,12761,256.3,26.8,Drained loam,Spray,167,57,Groundnut,1493,Rabi,Y1,Low
2004,Hassan,12887,256.3,26.8,Drained loam,Spray,71,57,Groundnut,64409,Rabi,Y1,Low
2004,Hassan,13018,257.4,37,Drained loam,Spray,52,60,Groundnut,249978,Rabi,Y1,Low
2004,Hassan,13388,257.4,37,Drained loam,Spray,313547,57,Blackgram,637,Rabi,Y1,Low
